Design_ID,Design_Complexity,Lines_of_Code,Num_Modules,Target_Power_mW,Target_Frequency_MHz,Design_Tool_Used,EDA_Runtime_min,Simulation_Bugs_Found,Meets_Timing,Estimated_Power_Usage_mW
DGN_13895,Medium,48769,9,111.97,2383.75,Synopsys,1178.59,3,1,98.43369851889312
DGN_13896,Medium,83653,31,73.84,282.37,Mentor,812.58,5,0,89.58636010504463
DGN_13897,Low,16231,10,155.98,1388.34,Synopsys,772.28,3,1,185.48218637676126
DGN_13898,Medium,77976,36,278.79,1656.84,Synopsys,424.15,1,1,286.26384383852167
DGN_13899,Medium,90447,12,231.05,1805.58,Mentor,83.27,1,1,243.49156043284987
DGN_13900,Low,60965,43,253.9,1645.27,Synopsys,278.65,0,1,261.9094508653358
DGN_13901,High,86144,25,267.98,1948.03,Synopsys,726.25,2,1,245.6044750080695
DGN_13902,Low,66517,22,293.16,962.73,Mentor,232.5,2,1,322.1721368638259
DGN_13903,Medium,97693,18,240.81,530.64,OpenROAD,1067.57,2,1,237.96036604638513
DGN_13904,Medium,99315,19,202.1,591.0,Cadence,274.48,1,1,199.43837903264642
DGN_13905,Medium,32387,46,141.36,128.75,Cadence,655.2,3,1,167.6177194739269
DGN_13906,Medium,9090,30,95.41,940.77,OpenROAD,643.7,3,0,78.04755658571041
DGN_13907,Low,29945,48,221.66,320.19,Mentor,748.5,1,1,215.4896395065738
DGN_13908,High,45239,36,298.74,871.57,OpenROAD,433.27,4,0,318.6874033734307
DGN_13909,Medium,8743,43,166.84,1607.7,Cadence,1055.83,3,1,189.92628117769945
DGN_13910,Medium,35924,32,230.92,2246.75,Cadence,566.5,4,1,235.5711334585951
DGN_13911,High,15196,43,173.77,2115.05,Cadence,858.18,3,1,171.48873537166648
DGN_13912,Medium,96815,47,157.98,706.42,Cadence,784.94,2,0,138.8833822952486
DGN_13913,Low,73860,36,152.58,421.8,Mentor,193.56,1,1,167.31511861935957
DGN_13914,Medium,46400,17,176.16,563.37,Cadence,769.81,4,1,180.705183318254
DGN_13915,Low,90177,19,141.72,2430.37,Cadence,687.8,5,0,152.82821631257238
DGN_13916,Low,98018,22,237.19,1418.74,Mentor,1084.41,5,1,199.7596638511606
DGN_13917,Medium,85399,43,268.57,538.01,OpenROAD,1064.2,2,1,238.0360998398045
DGN_13918,High,53795,10,270.72,2117.79,Mentor,232.09,1,1,280.34710326715395
DGN_13919,Low,56553,15,106.92,1048.46,Cadence,153.12,2,1,96.68246622650162
DGN_13920,Medium,29111,36,273.98,2258.13,Synopsys,395.84,2,0,278.3042148483174
DGN_13921,Low,68083,44,135.39,725.63,Mentor,1184.74,3,1,138.79770100960863
DGN_13922,Medium,66600,24,127.33,1043.73,Mentor,84.59,2,1,142.13582723672965
DGN_13923,Medium,55022,37,231.69,1311.87,OpenROAD,827.1,1,1,249.28273982087754
DGN_13924,Medium,8199,44,126.17,2242.28,Cadence,753.71,3,1,133.653696861647
DGN_13925,Low,55897,12,63.24,2185.02,Synopsys,797.1,1,1,84.74744462704055
DGN_13926,Medium,43038,39,143.4,1478.45,Mentor,308.85,1,1,126.56804036691251
DGN_13927,High,60038,9,230.37,632.26,Mentor,318.46,0,1,226.45703021576412
DGN_13928,Medium,12897,39,131.74,1068.06,Mentor,550.93,1,0,104.60379999607872
DGN_13929,Medium,69541,18,207.39,2441.52,Synopsys,169.28,2,1,224.2374603140172
DGN_13930,High,19892,25,215.03,1558.66,Mentor,145.06,2,1,204.9577620497446
DGN_13931,Low,13271,28,233.43,1974.63,Mentor,160.73,2,1,238.29367508731528
DGN_13932,Medium,29815,21,274.28,1179.68,Synopsys,713.2,4,1,272.5110546168637
DGN_13933,High,50612,22,158.14,1376.82,Mentor,513.43,3,0,166.1474905292795
DGN_13934,Low,38357,38,91.61,1129.49,Synopsys,394.72,2,0,82.24723202730274
DGN_13935,Medium,80088,16,129.73,1787.01,OpenROAD,420.03,1,1,138.32717476190436
DGN_13936,Low,21267,20,158.04,2143.53,Synopsys,296.3,0,1,163.56938733898718
DGN_13937,Medium,23268,8,228.47,1317.67,OpenROAD,529.12,2,0,234.70780121855765
DGN_13938,Medium,19263,29,53.28,1254.08,Synopsys,291.49,1,0,60.18633773503258
DGN_13939,Medium,75935,38,128.95,916.69,Cadence,855.77,2,1,117.49878676648368
DGN_13940,Medium,64660,32,244.96,525.03,Mentor,201.28,1,0,275.06943549820284
DGN_13941,Low,70527,15,217.71,2354.19,OpenROAD,1141.0,2,0,197.9056993197327
DGN_13942,Medium,68379,17,232.93,858.59,Mentor,162.39,1,0,247.11678298832595
DGN_13943,Low,99542,35,252.95,2021.66,Mentor,1135.55,2,1,254.76359629292202
DGN_13944,High,46271,29,245.81,1816.83,Synopsys,1009.96,3,1,241.6728263205942
DGN_13945,Low,71612,43,220.55,1998.2,Cadence,836.01,1,1,229.3431259554893
DGN_13946,High,12235,14,159.92,2348.24,Synopsys,1100.02,3,1,153.97949791941406
DGN_13947,Medium,93757,28,295.9,1596.09,Mentor,218.71,4,1,286.61922022695984
DGN_13948,Medium,21417,5,192.27,2255.08,Synopsys,261.0,2,0,167.66161790952512
DGN_13949,Medium,39609,29,100.69,502.47,OpenROAD,347.45,0,1,102.45851845756918
DGN_13950,Medium,38902,32,123.2,1604.11,Cadence,339.09,3,1,125.42607035323229
DGN_13951,Medium,28645,40,223.39,1953.46,Mentor,414.37,0,0,227.95601065502262
DGN_13952,Low,67873,22,281.18,751.94,Synopsys,716.22,4,1,252.0555458793181
DGN_13953,Medium,92218,10,94.68,1877.81,OpenROAD,92.12,1,0,77.99423729894288
DGN_13954,Low,69558,6,70.59,1968.34,Cadence,495.79,0,1,60.29969243373414
DGN_13955,Low,67233,7,270.38,2094.85,Synopsys,340.88,1,1,277.99760694047546
DGN_13956,Medium,28401,12,278.82,850.92,Synopsys,751.56,1,1,266.84347508768934
DGN_13957,Low,12771,35,119.09,1735.86,Mentor,1183.09,1,1,119.29420927900279
DGN_13958,Low,46335,23,144.32,830.21,OpenROAD,650.13,1,1,127.81862382656189
DGN_13959,Low,79451,10,215.05,1873.7,Cadence,545.28,4,1,232.65553227313077
DGN_13960,Low,84434,18,132.48,1211.14,Synopsys,479.8,1,1,138.72441202701495
DGN_13961,Low,72449,7,269.29,1534.11,Cadence,954.84,2,0,286.1564557502759
DGN_13962,High,97604,5,76.89,1098.02,OpenROAD,142.06,2,1,78.26022456561978
DGN_13963,Low,6942,48,59.5,488.76,Mentor,1154.14,4,0,71.55895726202704
DGN_13964,Medium,25388,34,102.12,527.27,Mentor,536.43,2,0,136.23074264280456
DGN_13965,Low,88251,23,121.52,286.17,Mentor,417.62,2,1,126.64946104829676
DGN_13966,High,62042,23,78.23,1583.37,Cadence,1170.44,2,1,63.704712184588985
DGN_13967,Low,58740,13,66.42,2136.73,Cadence,1126.9,1,1,89.99640514128555
DGN_13968,High,70873,11,238.9,150.01,Synopsys,791.8,1,1,234.43901458563425
DGN_13969,Medium,52024,41,91.07,258.97,OpenROAD,81.1,0,1,77.94579690613939
DGN_13970,Low,28450,45,278.48,1197.92,OpenROAD,913.33,0,1,259.1179924120003
DGN_13971,High,61965,11,142.0,1870.53,OpenROAD,442.54,2,1,129.4365341222606
DGN_13972,Medium,15057,13,217.65,478.5,Cadence,502.64,2,1,234.18053289124978
DGN_13973,Low,98249,8,106.35,751.96,Mentor,240.97,2,1,109.77559632456578
DGN_13974,Medium,13983,29,110.08,656.81,OpenROAD,656.74,3,0,112.77836529965278
DGN_13975,High,24995,16,193.68,1057.72,Synopsys,908.79,1,1,175.2693633521167
DGN_13976,Medium,96628,10,190.16,640.0,Cadence,371.23,0,0,173.8413726998502
DGN_13977,Medium,82681,22,242.18,946.24,Mentor,1130.16,0,1,244.6930594358459
DGN_13978,Medium,43886,44,239.45,1848.5,OpenROAD,282.0,2,1,232.86023103665897
DGN_13979,Medium,94025,25,217.67,1566.42,Mentor,135.54,1,1,206.4202013276195
DGN_13980,High,99020,19,162.28,294.84,Synopsys,794.57,1,1,181.7072176701408
DGN_13981,Medium,7673,7,272.66,1630.59,OpenROAD,1028.22,1,1,241.55786737985127
DGN_13982,Low,39890,6,205.64,1244.99,OpenROAD,1146.57,1,0,214.34162785181422
DGN_13983,High,82513,45,297.55,2342.96,Mentor,934.57,2,0,267.80445679397917
DGN_13984,Low,28466,44,254.84,794.33,Cadence,287.6,2,0,249.83546388272404
DGN_13985,Low,97545,8,61.08,1842.8,Mentor,1174.53,3,0,47.91011215980336
DGN_13986,Medium,55406,36,130.15,1854.07,Synopsys,1108.16,2,1,154.0979233228702
DGN_13987,Medium,8688,6,192.97,631.6,Mentor,246.01,3,1,207.92138769355205
DGN_13988,Low,74284,33,230.37,2267.74,Mentor,697.02,4,1,218.7486604567531
DGN_13989,Medium,18665,6,187.58,1278.84,OpenROAD,693.29,2,1,167.31234745947242
DGN_13990,Medium,25641,38,246.53,1729.32,Cadence,564.49,1,0,248.8806482461829
DGN_13991,Medium,37500,31,120.66,450.05,Cadence,1182.08,1,0,108.59072435095435
DGN_13992,High,40797,43,95.98,718.73,Cadence,127.97,3,1,116.04867082543794
DGN_13993,Medium,89766,48,63.48,1506.66,Cadence,775.02,1,1,69.1662269666805
DGN_13994,Low,50950,42,193.33,865.67,Mentor,294.05,1,0,182.4799704772823
DGN_13995,Low,30046,22,222.15,1299.26,OpenROAD,661.16,2,1,228.68813613875048
DGN_13996,High,14638,40,131.54,997.61,OpenROAD,948.9,1,1,129.6675443550163
DGN_13997,Low,91363,23,203.4,1637.33,Cadence,341.27,1,1,187.88637492198413
DGN_13998,Medium,26173,31,63.04,1269.15,Mentor,508.43,1,0,40.27333049543124
DGN_13999,Medium,18222,49,74.82,111.06,Cadence,1143.88,3,1,73.79630944065671
DGN_14000,Medium,55064,24,225.44,1659.23,Cadence,928.09,0,1,218.4906162386146
DGN_14001,Low,42010,25,142.02,1113.09,OpenROAD,712.9,0,1,137.9071993531908
DGN_14002,Medium,23095,27,217.83,920.08,OpenROAD,313.08,3,1,213.51198471867374
DGN_14003,Medium,6439,34,257.93,325.95,Cadence,544.85,2,1,276.2219979943152
DGN_14004,High,90550,29,263.16,628.89,Mentor,942.43,4,1,295.43600261765545
DGN_14005,Low,10375,35,93.04,637.05,Cadence,995.42,2,1,102.7069837424879
DGN_14006,Medium,94023,31,171.57,2344.89,OpenROAD,338.85,4,1,168.8015933487284
DGN_14007,Medium,96238,38,233.48,1138.03,OpenROAD,814.75,1,1,224.14171132499712
DGN_14008,Medium,25600,12,243.5,200.96,Mentor,168.3,3,1,244.2623949845353
DGN_14009,Medium,7466,23,246.17,433.16,Cadence,86.46,2,0,250.85374493731626
DGN_14010,Low,50097,45,107.04,289.68,Cadence,685.49,4,1,139.20361417459654
DGN_14011,Low,58276,30,98.13,1513.29,Synopsys,315.79,2,0,119.7199568895041
DGN_14012,Medium,55117,32,197.5,547.89,Cadence,149.96,1,1,174.58760567189643
DGN_14013,Medium,51971,8,235.27,1296.54,Mentor,892.0,5,1,235.04753369080294
DGN_14014,Medium,11928,35,129.78,988.15,OpenROAD,627.69,3,1,134.39163105521868
DGN_14015,Low,93016,20,76.18,2029.3,Synopsys,967.76,2,1,56.29223975700646
DGN_14016,Low,60309,14,229.19,869.18,Mentor,816.9,1,1,264.2801977507973
DGN_14017,Low,79647,42,124.92,1199.84,Mentor,891.98,2,0,126.52270344843569
DGN_14018,Low,45888,14,91.59,1831.09,Synopsys,410.39,2,1,83.45722499321812
DGN_14019,Medium,48832,49,86.93,1140.04,Cadence,360.13,4,0,80.69114130240406
DGN_14020,High,14404,13,128.73,2003.72,Synopsys,745.0,3,1,147.66326088312783
DGN_14021,Low,38639,43,198.17,1688.04,Mentor,288.09,0,0,206.41472164907
DGN_14022,Medium,83118,40,139.6,1085.27,Cadence,989.57,0,1,128.6453053638824
DGN_14023,Low,65598,40,55.17,1309.56,OpenROAD,656.13,0,1,52.83182069615797
DGN_14024,Medium,71399,23,74.23,2421.29,Synopsys,318.77,1,1,69.52681166173845
DGN_14025,Low,32684,23,122.63,1687.87,Mentor,772.69,0,0,131.19766401223842
DGN_14026,High,73591,16,214.93,2271.99,Cadence,1137.34,4,1,202.00935020503672
DGN_14027,Medium,82722,17,74.63,529.02,Mentor,153.59,5,1,71.48896110194939
DGN_14028,High,7682,29,190.16,1259.77,Cadence,184.65,1,1,214.50674325467972
DGN_14029,High,43046,40,79.97,2280.79,Cadence,1021.98,4,0,60.76466267119044
DGN_14030,Medium,26832,29,102.9,874.27,Synopsys,184.94,0,1,121.07241086335138
DGN_14031,Medium,21997,32,93.05,2422.39,OpenROAD,104.89,2,1,99.54247777721064
DGN_14032,Low,39640,46,66.81,332.99,Cadence,456.64,1,0,66.60601614051586
DGN_14033,Medium,81882,43,217.83,2266.41,Mentor,592.04,1,1,225.76245986904706
DGN_14034,High,45491,34,165.85,1168.51,Cadence,709.17,2,1,175.63132069780795
DGN_14035,Low,68043,9,257.76,276.99,OpenROAD,638.32,2,0,276.4056934789161
DGN_14036,High,77725,21,74.72,2210.85,Mentor,1101.03,2,1,74.43208550273683
DGN_14037,Medium,50520,22,86.18,704.66,Cadence,936.28,2,1,62.70754608181579
DGN_14038,High,67919,47,126.61,153.4,Cadence,1181.54,5,1,136.0731118334516
DGN_14039,High,69442,25,241.47,425.94,Synopsys,603.16,3,0,239.4908889585271
DGN_14040,Medium,26770,26,126.44,1681.88,OpenROAD,156.14,3,1,147.0335412749013
DGN_14041,Medium,52498,43,152.1,2446.75,Cadence,1149.3,1,0,138.73149716038483
DGN_14042,Medium,66477,10,125.4,367.51,OpenROAD,64.69,0,1,120.24153572848266
DGN_14043,High,5244,20,70.06,1208.68,Cadence,944.75,2,1,92.4977343712579
DGN_14044,High,37788,6,284.86,533.53,Mentor,95.66,0,1,279.090406489617
DGN_14045,Medium,84453,5,187.13,1888.09,OpenROAD,927.78,1,1,193.00249002206792
DGN_14046,Medium,62737,34,246.96,383.34,Mentor,1129.25,1,1,218.02747750603072
DGN_14047,Medium,51489,47,214.59,675.62,OpenROAD,503.76,1,1,223.23921762190102
DGN_14048,High,76303,41,178.56,571.37,Mentor,334.7,1,0,174.00962365989122
DGN_14049,Medium,33390,27,72.42,1426.05,Cadence,317.96,1,0,81.07515062452805
DGN_14050,High,15247,5,210.68,2195.64,Mentor,620.56,4,1,226.33162289718632
DGN_14051,Medium,74051,23,88.84,1326.62,Mentor,254.81,3,1,104.50232090590868
DGN_14052,Low,64719,7,153.6,239.78,Cadence,827.13,2,1,127.8398918598393
DGN_14053,Medium,39678,6,207.28,1452.13,OpenROAD,479.92,2,1,186.9445387732499
DGN_14054,Medium,92802,41,245.56,2014.05,Mentor,428.34,2,1,239.56075739985462
DGN_14055,Low,81286,21,221.26,417.17,Synopsys,585.87,1,1,213.04881632288914
DGN_14056,Low,34583,32,217.88,274.51,Synopsys,678.55,1,0,223.32902954096224
DGN_14057,Medium,13076,22,87.26,550.74,Mentor,221.8,4,1,104.75337185675802
DGN_14058,Low,23006,37,136.53,1890.61,Mentor,866.85,4,1,156.99059057094374
DGN_14059,Medium,20051,19,60.73,1520.03,Mentor,1066.56,3,1,92.24999641701567
DGN_14060,Medium,9314,26,229.87,1397.43,OpenROAD,376.91,2,1,230.77400700349438
DGN_14061,High,33670,45,288.15,698.75,Cadence,265.65,0,1,277.5054953735563
DGN_14062,Medium,72551,31,116.03,897.37,Synopsys,926.98,2,1,99.80120528254197
DGN_14063,High,15236,41,71.92,2418.12,Synopsys,269.24,3,1,81.14799742066803
DGN_14064,Medium,40568,36,168.89,677.5,OpenROAD,107.03,0,1,187.74306212129306
DGN_14065,Low,65314,49,264.17,2263.95,Mentor,765.94,1,1,257.05662687088477
DGN_14066,Medium,96903,23,187.99,1493.28,Mentor,333.32,2,1,208.1465387464914
DGN_14067,Medium,21352,32,61.69,395.91,Cadence,255.86,1,1,56.718170925289684
DGN_14068,Medium,50650,32,293.57,1221.55,Cadence,1179.03,2,0,301.4579298129451
DGN_14069,Low,15346,14,257.16,2376.52,Synopsys,392.73,3,1,238.92944965423953
DGN_14070,Medium,30156,24,82.9,1104.56,Cadence,1089.93,1,0,65.38270172186495
DGN_14071,Low,60904,29,280.45,2172.13,Synopsys,263.17,0,0,317.31879468792755
DGN_14072,Medium,19035,25,162.67,715.43,OpenROAD,993.63,0,1,166.81610135648833
DGN_14073,Low,21108,18,142.97,1470.21,Mentor,632.3,2,1,144.3217499389014
DGN_14074,Medium,7853,26,165.26,2125.24,Mentor,149.6,2,1,154.2184069589407
DGN_14075,Medium,89156,30,258.64,2309.65,Synopsys,896.31,2,0,289.7953916415603
DGN_14076,Low,9176,48,214.87,1265.98,Mentor,1076.96,3,0,198.1662666743368
DGN_14077,Medium,30920,15,64.81,1635.25,OpenROAD,245.84,1,1,43.56452772668503
DGN_14078,Medium,59850,11,289.4,107.15,Cadence,887.17,2,1,297.37850387138093
DGN_14079,High,11829,21,86.95,707.74,OpenROAD,567.36,3,1,84.20765242759545
DGN_14080,High,95666,22,236.39,768.91,Mentor,919.41,1,1,245.92396968889977
DGN_14081,Medium,78927,11,209.03,324.38,OpenROAD,873.88,1,1,233.67771666573628
DGN_14082,Medium,89860,24,96.88,771.27,Mentor,90.32,1,1,75.77150835793097
DGN_14083,Medium,45667,42,92.68,870.69,Synopsys,263.74,3,1,88.59541467001304
DGN_14084,Medium,70842,15,267.58,2425.04,Cadence,596.97,2,0,281.98041397841274
DGN_14085,Low,40843,48,154.92,1704.65,Cadence,1124.3,1,0,159.34083936230707
DGN_14086,Medium,55808,20,213.64,1122.41,Mentor,449.96,3,0,234.99390286879984
DGN_14087,Medium,35543,31,176.02,2471.33,Mentor,776.92,1,0,186.71158289744625
DGN_14088,Low,77780,15,231.84,467.76,Cadence,73.78,1,0,225.58704149885844
DGN_14089,Medium,11611,20,169.81,1242.52,OpenROAD,870.68,5,1,147.41410460310067
DGN_14090,Medium,93242,27,121.84,1652.95,OpenROAD,747.5,3,1,102.93409636792259
DGN_14091,Medium,89612,16,140.85,233.39,OpenROAD,875.55,1,1,140.30073630796673
DGN_14092,Low,51902,44,264.77,1820.8,Cadence,1091.31,1,1,256.27960022554817
DGN_14093,Medium,38043,7,167.01,339.68,Synopsys,227.01,2,1,189.72687379456792
DGN_14094,Medium,10271,6,103.36,436.68,Mentor,358.21,2,1,86.22914551790011
DGN_14095,Medium,77867,42,283.65,483.25,Mentor,1195.19,1,1,300.61157750008704
DGN_14096,Medium,82089,28,249.15,2329.34,Cadence,238.16,6,1,257.5446023985325
DGN_14097,Medium,63745,33,63.92,1739.77,Synopsys,881.51,2,1,50.9545693116541
DGN_14098,High,67077,38,299.74,1673.03,Cadence,886.59,5,1,310.8769038119013
DGN_14099,Low,64119,24,223.73,1433.18,OpenROAD,838.61,5,1,214.84569141142032
DGN_14100,High,16573,22,90.07,802.73,OpenROAD,319.28,3,1,98.24172309238253
DGN_14101,Medium,26409,18,109.29,1590.14,Mentor,305.25,1,1,117.14073924917304
DGN_14102,Low,90970,22,223.11,1084.36,Mentor,819.63,2,1,223.42175615061697
DGN_14103,Medium,29464,6,244.94,449.0,Mentor,272.33,1,1,244.7583803834568
DGN_14104,Low,47840,5,109.76,1755.03,Mentor,814.18,4,1,107.31914774057533
DGN_14105,Low,53785,24,114.24,411.0,OpenROAD,621.48,0,1,119.35585186911764
DGN_14106,Medium,25662,38,126.78,557.6,OpenROAD,500.76,2,1,132.17315116230546
DGN_14107,Medium,23228,45,199.5,2062.48,Synopsys,402.26,1,1,213.37853133442286
DGN_14108,High,65721,45,92.95,1684.28,Mentor,1140.24,1,1,97.95504380286133
DGN_14109,Medium,54223,15,76.06,1614.38,Cadence,639.23,2,1,84.9282128105825
DGN_14110,Low,12386,31,219.72,1103.69,Synopsys,699.83,3,0,207.19040199932962
DGN_14111,Medium,11862,27,244.77,1051.07,Synopsys,1142.15,5,1,266.74743972494133
DGN_14112,Medium,45108,42,175.23,1756.63,OpenROAD,805.42,0,1,179.3910021119973
DGN_14113,High,96788,48,140.96,1876.01,Mentor,1151.95,1,1,129.5626238129177
DGN_14114,High,80023,7,158.01,1324.51,Synopsys,181.26,3,0,156.3437422003952
DGN_14115,High,85140,16,147.1,2426.25,Mentor,1025.17,1,0,157.44320874023143
DGN_14116,Medium,87963,34,290.0,2393.68,OpenROAD,442.37,1,1,280.9286270593742
DGN_14117,Medium,32201,35,242.02,1089.83,Synopsys,983.96,1,1,256.1017242798343
DGN_14118,Low,73578,27,102.02,2069.49,Synopsys,1035.43,2,1,78.41498875637225
DGN_14119,High,54966,5,146.05,1403.84,Cadence,369.5,4,1,163.10333785470394
DGN_14120,Low,59774,45,186.0,1328.21,OpenROAD,526.07,2,1,167.2937189003348
DGN_14121,Low,15386,24,203.25,231.91,Cadence,887.66,4,1,216.92776533027575
DGN_14122,Low,82228,10,167.05,1477.54,OpenROAD,172.92,1,1,175.9449302222388
DGN_14123,Medium,20225,15,252.53,2261.39,Cadence,921.31,1,1,241.41119629155781
DGN_14124,Medium,21693,39,241.9,1972.32,OpenROAD,185.94,2,1,259.101981602159
DGN_14125,Medium,77197,8,176.29,1987.16,OpenROAD,1102.48,1,1,159.59276757926835
DGN_14126,High,48021,33,263.61,483.83,Synopsys,375.03,1,1,257.6082721782342
DGN_14127,High,23261,14,237.77,960.28,Cadence,716.18,2,1,246.4743243955579
DGN_14128,Medium,32378,33,244.65,659.69,Cadence,193.55,0,1,256.61901955136017
DGN_14129,Low,91755,42,289.1,858.2,Cadence,367.22,1,1,292.8133467608742
DGN_14130,High,16937,5,116.62,1490.89,Synopsys,520.51,1,1,135.2246950405779
DGN_14131,High,71330,44,116.91,975.48,Mentor,615.24,0,0,128.56764123108982
DGN_14132,Medium,52366,12,272.24,1445.67,OpenROAD,60.08,4,1,274.16103324282545
DGN_14133,Medium,77322,42,243.06,1152.4,Cadence,1073.07,1,1,257.1787656261225
DGN_14134,Low,45160,21,281.64,787.88,OpenROAD,68.75,1,0,283.29775323970125
DGN_14135,High,50313,23,65.78,328.97,Synopsys,942.0,3,1,84.01124650539347
DGN_14136,Medium,32032,37,206.94,2240.41,OpenROAD,596.46,0,1,188.79753283375143
DGN_14137,Medium,96963,19,86.16,127.3,Synopsys,657.22,0,0,100.9175079286073
DGN_14138,Low,22358,49,175.97,103.97,Mentor,297.42,5,0,178.13426081172062
DGN_14139,High,66710,35,88.94,2084.31,Cadence,752.4,3,0,103.29619615116418
DGN_14140,Medium,91157,25,82.02,2492.35,Synopsys,672.44,1,1,63.2525571342307
DGN_14141,Low,53821,7,53.04,1845.05,OpenROAD,247.23,3,1,49.53095931783987
DGN_14142,Medium,33365,6,207.56,136.66,Synopsys,331.46,4,1,205.32848143756638
DGN_14143,Medium,18189,39,139.76,644.06,Synopsys,136.27,4,1,120.21967403950201
DGN_14144,Medium,81749,45,76.3,2432.37,Mentor,135.56,0,0,71.81511271170328
DGN_14145,Medium,12248,20,130.71,2040.65,Cadence,75.7,3,1,135.5018202704292
DGN_14146,Medium,9369,49,92.24,1460.32,Synopsys,311.34,4,0,89.29829551147886
DGN_14147,High,68763,25,285.42,668.47,Synopsys,834.81,3,0,291.18422324709314
DGN_14148,Low,13050,16,130.0,134.49,OpenROAD,420.49,3,0,130.9137030589215
DGN_14149,Low,33605,32,133.49,150.07,Synopsys,450.72,2,1,102.53859796572877
DGN_14150,Low,54616,16,259.96,1568.75,Synopsys,210.37,2,1,247.63675142065517
DGN_14151,Medium,59479,37,211.94,152.4,Cadence,716.04,2,0,229.58098583583904
DGN_14152,Medium,85934,24,227.54,2484.71,Cadence,450.04,2,0,224.604260705479
DGN_14153,High,45883,44,209.0,540.12,OpenROAD,831.0,5,0,213.01029615452475
DGN_14154,Medium,38055,25,286.55,1805.7,Synopsys,905.26,2,0,266.44404885288947
DGN_14155,Medium,73731,43,101.75,472.14,Synopsys,726.55,1,0,94.5588428079107
DGN_14156,High,95987,45,297.26,1396.22,Synopsys,374.72,2,0,296.67543489624865
DGN_14157,Low,12450,46,257.74,293.47,Mentor,639.81,3,1,253.34064628682913
DGN_14158,High,7925,40,197.24,1940.27,Mentor,347.2,0,1,195.63700474736675
DGN_14159,Medium,85051,26,215.59,1503.81,OpenROAD,1089.32,0,1,200.13693544048783
DGN_14160,Medium,55272,30,212.21,306.8,Mentor,933.68,1,1,199.66670418566912
DGN_14161,Medium,10310,11,64.6,2136.61,OpenROAD,622.03,5,1,72.5642270700558
DGN_14162,Medium,36817,11,104.5,1412.84,Synopsys,1160.62,3,1,99.8093838773086
DGN_14163,Low,97944,12,290.37,2311.82,Mentor,683.3,3,1,287.3214765277343
DGN_14164,Medium,49528,30,183.59,2299.9,Cadence,434.53,2,1,179.84430515080265
DGN_14165,Medium,60779,28,144.59,2309.22,Mentor,168.83,1,1,141.87364220382906
DGN_14166,High,89816,28,240.51,286.68,Synopsys,679.87,1,0,261.9663766648427
DGN_14167,Medium,87641,44,181.13,390.3,Cadence,1040.87,0,0,167.0417630048094
DGN_14168,High,89083,16,53.29,2470.49,OpenROAD,1048.06,3,0,60.81177080848688
DGN_14169,Medium,81310,12,234.06,1270.24,Synopsys,749.21,1,1,242.24979752024885
DGN_14170,Medium,20457,13,233.05,671.71,Cadence,508.52,3,1,246.01429275872007
DGN_14171,Medium,47311,7,91.29,1947.19,Mentor,801.34,1,1,83.0064589746613
DGN_14172,Medium,8980,25,289.17,734.28,OpenROAD,928.84,1,1,276.0707686083814
DGN_14173,High,25886,35,105.98,1845.32,Mentor,529.25,1,1,108.98517501272055
DGN_14174,Medium,82112,28,164.44,2109.49,Cadence,602.93,0,1,151.30727177006727
DGN_14175,Medium,55877,8,78.68,1982.23,Cadence,835.9,0,1,93.77686303580086
DGN_14176,Low,41181,24,200.82,757.71,Synopsys,1059.38,2,1,200.4946135566582
DGN_14177,Medium,38262,20,143.86,1063.88,OpenROAD,961.75,2,1,167.29838457221433
DGN_14178,Low,5947,14,138.29,1091.8,OpenROAD,85.53,2,1,147.1103207464762
DGN_14179,Medium,5022,47,256.74,1279.06,Cadence,201.78,1,0,267.6009738891476
DGN_14180,Low,6128,30,52.39,501.69,Synopsys,1032.17,2,1,60.87735849190496
DGN_14181,Low,84522,33,249.49,1185.93,Cadence,1010.56,2,1,264.6882481288249
DGN_14182,Low,37322,9,192.86,1325.88,Cadence,503.24,3,1,190.51143599160744
DGN_14183,Low,53929,15,296.52,1376.1,OpenROAD,726.08,3,1,322.8020078059751
DGN_14184,Medium,86696,33,197.36,2067.76,Mentor,1092.66,1,1,178.58817191334433
DGN_14185,High,14808,49,63.84,1341.6,Mentor,1099.18,3,0,90.20184666119046
DGN_14186,Medium,57882,19,62.66,653.88,OpenROAD,952.73,2,1,36.18900511635544
DGN_14187,Medium,26725,10,270.79,1691.51,Synopsys,298.93,3,0,264.02608568072424
DGN_14188,Medium,77534,19,260.3,2013.55,OpenROAD,892.52,4,1,263.55968199552336
DGN_14189,Low,44950,47,136.47,866.49,Synopsys,175.25,2,0,163.44780064923629
DGN_14190,High,93954,24,204.51,1648.73,OpenROAD,1079.09,5,1,203.92881076575216
DGN_14191,Low,88576,38,172.4,452.65,Synopsys,230.03,1,1,191.91978007900846
DGN_14192,Medium,25557,6,291.79,920.62,Cadence,815.08,1,1,273.71795868214923
DGN_14193,Medium,26825,48,287.49,2282.14,Cadence,755.68,3,1,299.8652580490437
DGN_14194,Low,13998,20,295.96,2287.14,Synopsys,945.67,1,1,286.18557329599594
DGN_14195,Medium,41080,23,266.61,1480.78,OpenROAD,688.8,0,1,252.3023385748339
DGN_14196,Medium,62797,38,277.39,1785.64,Cadence,127.91,1,1,314.54671870769107
DGN_14197,Medium,20802,18,104.32,2149.64,OpenROAD,864.66,1,0,104.07059023874538
